App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
Google Analytics,BUSINESS,4,78662,22000000,1000000,True,0.0,Everyone,Business,nan,2018-02-13,3.7.5,4.4
AdWords Express,BUSINESS,4,7149,11000000,1000000,True,0.0,Everyone,Business,nan,2018-07-31,2.6.158,4.0
Accounting App - Zoho Books,BUSINESS,4,3079,8500000,100000,True,0.0,Everyone,Business,nan,2018-02-08,5.20.7,4.1
Invoice & Time Tracking - Zoho,BUSINESS,4,5800,8600000,100000,True,0.0,Everyone,Business,nan,2018-02-08,5.20.7,4.1
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4,16422,28000000,1000000,True,0.0,Everyone,Business,nan,2018-01-08,10.46.2,4.1
Cisco Webex Meetings,BUSINESS,4,108741,28000000,10000000,True,0.0,Everyone,Business,nan,2018-07-20,11.1.0,4.3
ZOOM Cloud Meetings,BUSINESS,4,31614,37000000,10000000,True,0.0,Everyone,Business,nan,2018-07-20,4.1.28165.0716,4.0
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9000000,100000,True,0.0,Everyone,Business,nan,2018-03-22,1.2.287,5.0
Cisco Webex Teams,BUSINESS,4,1661,46000000,100000,True,0.0,Everyone,Business,nan,2018-02-08,3.0.4651,4.4
Start Meeting,BUSINESS,4,308,14000000,50000,True,0.0,Everyone,Business,nan,2018-05-29,3.1.4.0,4.0.3
ClickMeeting Webinars,BUSINESS,3,5211,26000000,1000000,True,0.0,Everyone,Business,nan,2018-07-30,3.3.0,4.0
BlueJeans for Android,BUSINESS,3,1058,23000000,500000,True,0.0,Everyone,Business,nan,2018-06-29,2.22.397,5.0
Zenefits,BUSINESS,4,296,14000000,50000,True,0.0,Everyone,Business,nan,2018-06-15,3.2.1,4.1
Google Ads,BUSINESS,4,29313,20000000,5000000,True,0.0,Everyone,Business,nan,2018-07-30,1.12.0,4.0.3
FreshBooks Classic,BUSINESS,4,1802,26000000,100000,True,0.0,Everyone,Business,nan,2018-04-18,1.7.14,4.2
Insightly CRM,BUSINESS,3,1383,51000000,100000,True,0.0,Everyone,Business,nan,2018-12-07,3.24.1,5.0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4,23175,41000000,1000000,True,0.0,Everyone,Business,nan,2018-07-13,18.7,4.1
HipChat - Chat Built for Teams,BUSINESS,3,5868,20000000,500000,True,0.0,Everyone,Business,nan,2018-03-07,3.19.005,4.1
"MailChimp - Email, Marketing Automation",BUSINESS,4,5448,12000000,500000,True,0.0,Everyone,Business,nan,2018-07-25,4.9.1,5.0
Crew - Free Messaging and Scheduling,BUSINESS,4,4159,48000000,500000,True,0.0,Everyone,Business,nan,2018-07-20,6.1.2,4.0.3
Asana: organize team projects,BUSINESS,4,20815,10000000,1000000,True,0.0,Everyone,Business,nan,2018-07-26,6.4.4,5.0
Google Analytics,BUSINESS,4,78662,22000000,1000000,True,0.0,Everyone,Business,nan,2018-02-13,3.7.5,4.4
AdWords Express,BUSINESS,4,7149,11000000,1000000,True,0.0,Everyone,Business,nan,2018-07-31,2.6.158,4.0
Accounting App - Zoho Books,BUSINESS,4,3079,8500000,100000,True,0.0,Everyone,Business,nan,2018-02-08,5.20.7,4.1
Invoice & Time Tracking - Zoho,BUSINESS,4,5800,8600000,100000,True,0.0,Everyone,Business,nan,2018-02-08,5.20.7,4.1
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4,16422,28000000,1000000,True,0.0,Everyone,Business,nan,2018-01-08,10.46.2,4.1
Tiny Scanner - PDF Scanner App,BUSINESS,4,286897,39000000,10000000,True,0.0,Everyone,Business,nan,2017-05-30,1.2.6,3.0
Fast Scanner : Free PDF Scan,BUSINESS,4,103755,14000000,10000000,True,0.0,Everyone,Business,nan,2018-11-07,3.9.2,4.1
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4,46505,19000000,1000000,True,0.0,Everyone,Business,nan,2018-02-08,3.4.49,4.1
TurboScan: scan documents and receipts in PDF,BUSINESS,4,11442,6800000,100000,False,4.99,Everyone,Business,nan,2018-03-25,1.5.2,4.0
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4,10295,39000000,100000,False,4.99,Everyone,Business,nan,2017-11-04,3.4.6,3.0
OfficeSuite : Free Office + PDF Editor,BUSINESS,4,1002859,35000000,100000000,True,0.0,Everyone,Business,nan,2018-02-08,9.7.14188,4.1
Verify - Receipts & Expenses,BUSINESS,4,413,29000000,10000,True,0.0,Everyone,Business,nan,2018-07-25,2.0.19,5.0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4,23175,41000000,1000000,True,0.0,Everyone,Business,nan,2018-07-13,18.7,4.1
Manga Master - Best manga & comic reader,COMICS,4,24005,4900000,500000,True,0.0,Adults only 18+,Comics,nan,2018-04-07,1.1.7.0,4.1
GANMA! - All original stories free of charge for all original comics,COMICS,4,57106,27000000,1000000,True,0.0,Teen,Comics,nan,2018-07-23,2.11.3,4.1
Röhrich Werner Soundboard,COMICS,4,2249,32000000,500000,True,0.0,Everyone,Comics,nan,2017-11-16,1.08,4.0.3
Unicorn Pokez - Color By Number,COMICS,4,516,12000000,50000,True,0.0,Everyone,Comics,Creativity,2018-03-08,1.0.6,4.4
MangaToon - Comics updated Daily,COMICS,3,834,15000000,50000,True,0.0,Mature 17+,Comics,nan,2018-01-08,1.0.8,4.1
Manga Net – Best Online Manga Reader,COMICS,4,1010,11000000,50000,True,0.0,Mature 17+,Comics,nan,2018-07-07,1.5,4.1
Manga Rock - Best Manga Reader,COMICS,4,238970,28000000,1000000,True,0.0,Teen,Comics,nan,2018-09-07,3.4.3_world,5.0
Manga - read Thai translation,COMICS,4,302,2200000,10000,True,0.0,Teen,Comics,nan,2018-03-07,1.0,4.0
The Vietnam Story - Fun Stories,COMICS,4,438,3400000,10000,True,0.0,Everyone,Comics,nan,2017-12-27,1.0,2.3
Dragon Ball Wallpaper - Ringtones,COMICS,4,73,8300000,10000,True,0.0,Everyone,Comics,nan,2018-07-23,1.9,4.0.3
Funny Jokes Photos,COMICS,4,39,4300000,10000,True,0.0,Everyone 10+,Comics,nan,2018-03-07,1.1,4.2
Truyện Vui Tý Quậy,COMICS,4,144,4700000,10000,True,0.0,Everyone,Comics,nan,2018-07-19,3.0,4.0.3
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3,2181,10000000,100000,True,0.0,Teen,Comics,nan,2018-05-03,1.2.12,4.0.3
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3,93965,15000000,5000000,True,0.0,Teen,Comics,nan,2018-03-07,6.3.0,4.0.3
Daily Manga - Comic & Webtoon,COMICS,3,1446,7100000,100000,True,0.0,Mature 17+,Comics,nan,2018-05-18,1.0,4.0.3
"漫咖 Comics - Manga,Novel and Stories",COMICS,4,12088,21000000,1000000,True,0.0,Mature 17+,Comics,nan,2018-06-07,2.3.1,4.0.3
Emmanuella Funny Videos 2018,COMICS,4,314,6100000,100000,True,0.0,Everyone,Comics,nan,2018-05-23,3.1.0,4.1
Manga Zero - Japanese cartoon and comic reader,COMICS,4,15194,15000000,1000000,True,0.0,Teen,Comics,nan,2018-07-19,4.7.3,4.2
Marvel Unlimited,COMICS,3,22551,11000000,1000000,True,0.0,Teen,Comics,nan,2018-07-24,3.16.0,4.4
"Tapas – Comics, Novels, and Stories",COMICS,4,29839,29000000,1000000,True,0.0,Teen,Comics,nan,2018-07-31,4.1.0,4.4
Children's cartoons (Mithu-Mina-Raju),COMICS,4,279,3300000,100000,True,0.0,Everyone,Comics,nan,2017-12-18,1.6,4.0
Faustop Sounds,COMICS,4,1677,40000000,100000,True,0.0,Everyone,Comics,nan,2018-05-26,1.7.7,4.1
Manga Mania - Best online manga reader,COMICS,4,757,10000000,10000,True,0.0,Teen,Comics,nan,2018-05-24,1.0,4.1
- Free Comics - Comic Apps,COMICS,3,115,9100000,10000,True,0.0,Mature 17+,Comics,nan,2018-07-13,5.0.12,5.0
Manga AZ - Manga Comic Reader,COMICS,3,125,4700000,5000,True,0.0,Teen,Comics,nan,2018-07-24,1.0.4,4.0.3
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4,9952,38000000,500000,True,0.0,Everyone 10+,Comics,nan,2018-07-31,4.3.0,4.1
Funny Jokes and Stories 2018,COMICS,4,21,6700000,5000,True,0.0,Everyone,Comics,nan,2018-03-31,1.3,4.0
Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37000000,1000,True,0.0,Everyone,Comics,nan,2018-06-26,2.0,4.0.3
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4,3596,7800000,10000,True,0.0,Teen,Comics,nan,2018-06-16,1.01,4.0.3
think Comics,COMICS,4,1006,19000000,50000,True,0.0,Everyone,Comics,nan,2018-03-08,2.3.3,4.0.3
Memes Button,COMICS,4,5968,5700000,1000000,True,0.0,Everyone,Comics,nan,2018-05-28,1.4,4.0
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4,4895,35000000,100000,True,0.0,Everyone,Comics,nan,2018-02-08,2.4.25,4.4
Messenger for SMS,COMMUNICATION,4,125257,17000000,10000000,True,0.0,Teen,Communication,nan,2018-06-06,1.8.9,4.1
My Tele2,COMMUNICATION,4,158679,8800000,5000000,True,0.0,Everyone,Communication,nan,2018-03-08,2.4.1,4.4
Yahoo Mail – Stay Organized,COMMUNICATION,4,4187998,16000000,100000000,True,0.0,Everyone,Communication,nan,2018-07-18,5.29.3,4.4
imo beta free calls and text,COMMUNICATION,4,659395,11000000,100000000,True,0.0,Everyone,Communication,nan,2018-07-06,9.8.000000010492,4.0
imo free video calls and chat,COMMUNICATION,4,4785892,11000000,500000000,True,0.0,Everyone,Communication,nan,2018-08-06,9.8.000000010501,4.0
Call Free – Free Call,COMMUNICATION,4,30209,15000000,5000000,True,0.0,Everyone,Communication,nan,2018-07-28,1.3.4,4.1
Web Browser & Explorer,COMMUNICATION,4,36901,6600000,5000000,True,0.0,Everyone,Communication,nan,2018-04-07,11.8.6,4.0.3
Browser 4G,COMMUNICATION,4,192948,6600000,10000000,True,0.0,Everyone,Communication,nan,2018-06-19,24.6.6,4.0.3
Cricket Visual Voicemail,COMMUNICATION,3,13698,5100000,10000000,True,0.0,Everyone,Communication,nan,2018-02-07,3.2.0.100171,4.1
TracFone My Account,COMMUNICATION,3,20769,18000000,1000000,True,0.0,Everyone,Communication,nan,2018-11-07,R6.0.3,4.1
Firefox Focus: The privacy browser,COMMUNICATION,4,36880,4000000,1000000,True,0.0,Everyone,Communication,nan,2018-06-07,5.2,5.0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4,615381,37000000,10000000,True,0.0,Mature 17+,Communication,nan,2018-02-08,6.7.9.1,4.0.3
Skype Lite - Free Video Call & Chat,COMMUNICATION,4,33053,22000000,5000000,True,0.0,Everyone,Communication,nan,2018-07-31,1.60.0.31354-release,4.0.3
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4,3648120,3300000,100000000,True,0.0,Teen,Communication,nan,2018-07-18,11.4.0,4.0
WhatsApp Business,COMMUNICATION,4,136662,32000000,10000000,True,0.0,Everyone,Communication,nan,2018-07-30,2.18.116,4.0.3
My magenta,COMMUNICATION,3,42370,37000000,1000000,True,0.0,Everyone,Communication,nan,2018-06-25,7.5.1,5.0
Antillean Gold Telegram (original version),COMMUNICATION,4,2939,17000000,100000,True,0.0,Everyone,Communication,nan,2018-07-16,2.1,4.1
Omlet Chat,COMMUNICATION,3,40751,35000000,10000000,True,0.0,Teen,Communication,nan,2016-04-11,2.2.7600,4.0.3
UC Browser - Fast Download Private & Secure,COMMUNICATION,4,17712922,40000000,500000000,True,0.0,Teen,Communication,nan,2018-02-08,12.8.5.1121,4.0
My Vodacom SA,COMMUNICATION,3,25021,61000000,5000000,True,0.0,Everyone,Communication,nan,2018-06-26,9.9.0,4.3
Microsoft Edge,COMMUNICATION,4,27187,66000000,5000000,True,0.0,Everyone,Communication,nan,2018-07-28,42.0.0.2059,4.4
imo free video calls and chat,COMMUNICATION,4,4785988,11000000,500000000,True,0.0,Everyone,Communication,nan,2018-08-06,9.8.000000010501,4.0
Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,79000,10000000,True,0.0,Everyone,Communication,nan,2015-02-09,0.1.100944346,4.0.3
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4,132014,25000000,10000000,True,0.0,Everyone,Communication,nan,2018-07-18,6.1,4.2
Calls & Text by Mo+,COMMUNICATION,4,83239,14000000,5000000,True,0.0,Everyone,Communication,nan,2018-04-19,3.0.4,4.0
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4,2876500,24000000,100000000,True,0.0,Everyone,Communication,nan,2018-01-08,7.73,4.0
"Messaging+ SMS, MMS Free",COMMUNICATION,4,28238,17000000,1000000,True,0.0,Everyone,Communication,nan,2018-02-08,4.98,2.3
chomp SMS,COMMUNICATION,4,335646,8300000,10000000,True,0.0,Everyone,Communication,nan,2018-07-26,7.21,2.3
Text SMS,COMMUNICATION,4,349384,8199999,10000000,True,0.0,Everyone,Communication,nan,2018-07-24,3.47,4.0.3
mysms SMS Text Messaging Sync,COMMUNICATION,4,37320,8400000,1000000,True,0.0,Everyone,Communication,nan,2018-07-30,6.5.1,4.0.3
Firefox Focus: The privacy browser,COMMUNICATION,4,36893,4000000,1000000,True,0.0,Everyone,Communication,nan,2018-06-07,5.2,5.0
2ndLine - Second Phone Number,COMMUNICATION,4,15880,32000000,1000000,True,0.0,Everyone,Communication,nan,2018-03-08,5.65.0,4.0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4,2264916,6100000,50000000,True,0.0,Everyone,Communication,nan,2018-07-31,5.22.18.0006,4.0
Ninesky Browser,COMMUNICATION,4,42925,2800000,1000000,True,0.0,Everyone,Communication,nan,2017-08-27,6.1,2.3
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4,3648480,3300000,100000000,True,0.0,Teen,Communication,nan,2018-07-18,11.4.0,4.0
UC Browser - Fast Download Private & Secure,COMMUNICATION,4,17714850,40000000,500000000,True,0.0,Teen,Communication,nan,2018-02-08,12.8.5.1121,4.0
Ghostery Privacy Browser,COMMUNICATION,4,13100,2200000,1000000,True,0.0,Everyone,Communication,nan,2018-03-20,1.4.1.0,4.0.3
Web Browser for Android,COMMUNICATION,4,55098,4300000,1000000,True,0.0,Everyone,Communication,nan,2018-06-20,2.2,4.0
DU Browser—Browse fast & fun,COMMUNICATION,4,1133501,4700000,10000000,True,0.0,Everyone,Communication,nan,2016-01-04,6.4.0.4,4.0
Lightning Web Browser,COMMUNICATION,4,12578,2300000,500000,True,0.0,Everyone,Communication,nan,2017-10-07,4.5.1,4.0
Web Browser,COMMUNICATION,4,10965,2300000,500000,True,0.0,Everyone,Communication,nan,2015-02-02,2.0,3.0
Contacts+,COMMUNICATION,4,190613,11000000,10000000,True,0.0,Everyone,Communication,nan,2018-07-31,5.85.1,4.0.3
ExDialer - Dialer & Contacts,COMMUNICATION,4,125232,2700000,10000000,True,0.0,Everyone,Communication,nan,2017-05-03,196,2.1
Calls & Text by Mo+,COMMUNICATION,4,83239,14000000,5000000,True,0.0,Everyone,Communication,nan,2018-04-19,3.0.4,4.0
PHONE for Google Voice & GTalk,COMMUNICATION,4,72065,13000000,1000000,True,0.0,Everyone,Communication,nan,2018-04-18,3.0.7,4.0
Safest Call Blocker,COMMUNICATION,4,27540,3700000,1000000,True,0.0,Everyone,Communication,nan,2018-05-01,1.26.001,4.0
Full Screen Caller ID,COMMUNICATION,4,104990,10000000,5000000,True,0.0,Everyone,Communication,nan,2018-05-15,3.5.0,4.0.3
Hiya - Caller ID & Block,COMMUNICATION,4,177703,13000000,10000000,True,0.0,Mature 17+,Communication,nan,2018-07-25,8.1.2-6310,5.0
Call Blocker,COMMUNICATION,4,17529,10000000,1000000,True,0.0,Everyone,Communication,nan,2018-07-26,5.86,4.0.3
Mr. Number-Block calls & spam,COMMUNICATION,4,177263,13000000,10000000,True,0.0,Mature 17+,Communication,nan,2018-07-13,5.1.2-6310,5.0
Should I Answer?,COMMUNICATION,4,237468,8800000,1000000,True,0.0,Everyone,Communication,nan,2018-07-26,2018.1.715,4.0
RocketDial Dialer & Contacts,COMMUNICATION,4,32254,5500000,1000000,True,0.0,Everyone,Communication,nan,2017-04-12,3.9.7,2.1
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4,483565,20000000,10000000,True,0.0,Everyone,Communication,nan,2018-07-29,1.286,4.1
Whoscall - Caller ID & Block,COMMUNICATION,4,552441,29000000,10000000,True,0.0,Everyone,Communication,nan,2018-01-08,6.19.1,4.1
Call Control - Call Blocker,COMMUNICATION,4,93825,11000000,5000000,True,0.0,Everyone,Communication,nan,2018-05-07,2.17.3,4.1
Video Caller Id,COMMUNICATION,4,15287,17000000,1000000,True,0.0,Everyone,Communication,nan,2018-01-24,2.2.245,4.0.3
Sync.ME – Caller ID & Block,COMMUNICATION,4,205739,17000000,5000000,True,0.0,Everyone,Communication,nan,2018-07-26,4.5.4,4.1
Caller ID +,COMMUNICATION,4,9498,118000,1000000,True,0.0,Everyone,Communication,nan,2016-07-06,5.28.0,2.3
Yahoo Mail – Stay Organized,COMMUNICATION,4,4188142,16000000,100000000,True,0.0,Everyone,Communication,nan,2018-07-18,5.29.3,4.4
K-9 Mail,COMMUNICATION,4,88427,5100000,5000000,True,0.0,Everyone,Communication,nan,2018-06-01,5.403,4.0.3
Email TypeApp - Mail App,COMMUNICATION,4,183374,44000000,1000000,True,0.0,Everyone,Communication,nan,2018-01-08,1.9.4.74,4.1
All Email Providers,COMMUNICATION,4,20901,7300000,1000000,True,0.0,Everyone,Communication,nan,2018-03-04,5.0.9,4.1
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30000000,1000000,True,0.0,Everyone,Communication,nan,2018-07-19,9.8.376,5.0
GO Notifier,COMMUNICATION,4,124346,695000,10000000,True,0.0,Everyone,Communication,nan,2014-06-07,2.8,2.0
Mail1Click - Secure Mail,COMMUNICATION,4,255,1600000,10000,True,0.0,Everyone,Communication,nan,2017-11-04,2.3,2.2
Daum Mail - Next Mail,COMMUNICATION,4,41420,19000000,5000000,True,0.0,Everyone,Communication,nan,2018-06-21,3.2.0,4.0
imo free video calls and chat,COMMUNICATION,4,4785988,11000000,500000000,True,0.0,Everyone,Communication,nan,2018-08-06,9.8.000000010501,4.0
Vonage Mobile® Call Video Text,COMMUNICATION,4,29208,23000000,1000000,True,0.0,Everyone,Communication,nan,2016-09-28,2.9.8,2.3.3
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4,191032,26000000,5000000,True,0.0,Everyone,Communication,nan,2018-04-08,7.2.29,4.0.3
Calculator,DATING,2,57,6200000,1000,False,6.99,Everyone,Dating,nan,2017-10-25,1.1.6,4.0
AMBW Dating App: Asian Men Black Women Interracial,DATING,3,2,17000000,100,False,7.99,Mature 17+,Dating,nan,2017-01-21,1.0.1,4.0
OkCupid Dating,DATING,4,285726,15000000,10000000,True,0.0,Mature 17+,Dating,nan,2018-07-30,11.10.1,4.1
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4,2556,56000000,100000,True,0.0,Mature 17+,Dating,nan,2018-01-08,2.5.2,4.1
Hinge: Dating & Relationships,DATING,4,7779,12000000,500000,True,0.0,Mature 17+,Dating,nan,2018-03-08,6.1.3,5.0
Casual Dating & Adult Singles - Joyride,DATING,4,61637,11000000,5000000,True,0.0,Mature 17+,Dating,nan,2018-07-31,4.17.2,4.1
BBW Dating & Plus Size Chat,DATING,4,12632,29000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-27,3.5.0.1,4.1
CMB Free Dating App,DATING,4,48845,40000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-01-08,4.19.0.2320,4.4
eharmony - Online Dating App,DATING,3,31320,53000000,5000000,True,0.0,Mature 17+,Dating,nan,2018-07-30,6.6.5,4.1
Free Dating App & Flirt Chat - Match with Singles,DATING,4,172460,3100000,5000000,True,0.0,Mature 17+,Dating,nan,2018-04-08,1.639,4.0
"Chispa, the Dating App for Latino, Latina Singles",DATING,4,4195,24000000,100000,True,0.0,Mature 17+,Dating,nan,2018-07-25,1.6.1,4.4
Clover Dating App,DATING,4,11633,23000000,500000,True,0.0,Mature 17+,Dating,nan,2018-07-24,2.5.1,4.1
Black People Meet Singles Date,DATING,3,10212,5000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-25,1.9.7,4.4
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4,37053,44000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-03-08,4.4B,4.1
Free Dating App & Flirt Chat - Cheers,DATING,4,667,27000000,10000,True,0.0,Mature 17+,Dating,nan,2018-03-08,1.308.us,4.1
stranger chat - anonymous chat,DATING,3,13202,6100000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-07,2.4.1,4.1
Free Dating Hook Up Messenger,DATING,3,1157,21000000,100000,True,0.0,Mature 17+,Dating,nan,2017-01-27,5.0.1,4.2
Find Real Love — YouLove Premium Dating,DATING,4,212626,11000000,10000000,True,0.0,Mature 17+,Dating,nan,2018-07-31,4.17.2,4.1
Once - Quality Matches Every day,DATING,4,222888,21000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-17,2.45,4.1
BLK - Swipe. Match. Chat.,DATING,4,2067,24000000,100000,True,0.0,Mature 17+,Dating,nan,2018-07-25,1.6.1,4.4
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3,1643,31000000,500000,True,0.0,Mature 17+,Dating,nan,2018-03-07,4.5.5,4.1
Howlr,DATING,3,105,27000000,5000,True,0.0,Mature 17+,Dating,nan,2018-06-19,1.0.4,4.4
Stranger Chat & Date,DATING,3,3414,6200000,500000,True,0.0,Mature 17+,Dating,nan,2018-06-06,1.2.1,4.1
RandoChat - Chat roulette,DATING,3,11806,12000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-06-26,4.0.18,4.0.3
BeWild Free Dating & Chat App,DATING,3,1999,8000000,100000,True,0.0,Mature 17+,Dating,nan,2017-03-02,1.6.5,4.2
"FastMeet: Chat, Dating, Love",DATING,4,22544,5900000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-27,1.31.4,4.0.3
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4,97684,7900000,1000000,True,0.0,Mature 17+,Dating,nan,2018-10-07,1.230,4.0.3
OurTime Dating for Singles 50+,DATING,3,2519,5000000,100000,True,0.0,Mature 17+,Dating,nan,2018-07-25,1.9.7,4.4
FarmersOnly Dating,DATING,3,1146,1400000,100000,True,0.0,Mature 17+,Dating,nan,2016-02-25,2.2,4.0
Dating for 50 plus Mature Singles – FINALLY,DATING,4,13046,13000000,500000,True,0.0,Mature 17+,Dating,nan,2018-07-31,4.17.2,4.1
Sudy – Meet Elite & Rich Single,DATING,4,17268,40000000,500000,True,0.0,Mature 17+,Dating,nan,2018-06-25,4.1.2,4.0.3
Christian Dating For Free App,DATING,3,8722,13000000,500000,True,0.0,Mature 17+,Dating,nan,2018-06-20,15.8,4.1
Just She - Top Lesbian Dating,DATING,1,953,19000000,100000,True,0.0,Mature 17+,Dating,nan,2018-07-18,6.3.7,5.0
Single Parent Meet #1 Dating,DATING,3,2593,5000000,500000,True,0.0,Mature 17+,Dating,nan,2018-07-25,1.9.7,4.4
EliteSingles – Dating for Single Professionals,DATING,2,5377,19000000,500000,True,0.0,Mature 17+,Dating,nan,2018-07-31,4.8.5,4.0.3
Millionaire Match: Rich Singles Dating App,DATING,3,852,27000000,100000,True,0.0,Mature 17+,Dating,nan,2018-07-30,6.4.6,4.1
InterracialCupid - Interracial Dating App,DATING,3,212,3000000,50000,True,0.0,Mature 17+,Dating,nan,2018-06-13,2.3.0.1781,5.0
Sugar Mommas Dating And Single Search,DATING,3,1972,13000000,1000000,True,0.0,Mature 17+,Dating,nan,2018-12-05,4.3,4.1
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4,35206,7200000,1000000,True,0.0,Everyone,Dating,nan,2018-05-21,2.9.6,4.0
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3,5164,25000000,100000,True,0.0,Mature 17+,Dating,nan,2018-07-24,3.8.75a,4.0.3
Sugar Daddy Dating App,DATING,2,277,5700000,100000,True,0.0,Mature 17+,Dating,nan,2017-04-12,3.0.0,4.1
Adult Dirty Emojis,DATING,2,80,5500000,10000,True,0.0,Teen,Dating,nan,2017-06-11,1.0,4.0.3
"Meet4U - Chat, Love, Singles!",DATING,4,40035,6500000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-27,1.31.3,4.0.3
SnpCupid Dating,DATING,3,1093,5800000,100000,True,0.0,Mature 17+,Dating,nan,2017-01-28,1.6.6,4.2
Adult Dating - AdultFinder,DATING,3,1601,3800000,500000,True,0.0,Mature 17+,Dating,nan,2017-01-02,1.5,4.1
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4,2212,41000000,100000,True,0.0,Mature 17+,Dating,nan,2018-06-20,2.0.5,4.0.3
"Meet24 - Love, Chat, Singles",DATING,4,57081,7900000,1000000,True,0.0,Mature 17+,Dating,nan,2018-07-27,1.31.3,4.0.3
BBWCupid - BBW Dating App,DATING,3,241,2800000,50000,True,0.0,Mature 17+,Dating,nan,2018-01-06,2.2.0.1748,5.0
ChatVideo Meet new people,DATING,4,63986,20000000,5000000,True,0.0,Mature 17+,Dating,nan,2018-05-31,3.0.15,4.0
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4,7888,15000000,500000,True,0.0,Mature 17+,Dating,nan,2018-04-29,2.4.0,4.1
Black White Interracial Dating - Interracial Match,DATING,4,535,28000000,100000,True,0.0,Mature 17+,Dating,nan,2018-03-29,2.0.0,4.1
"USA Singles Meet, Match and Date Free - Date",DATING,4,5084,9600000,100000,True,0.0,Mature 17+,Dating,nan,2018-03-08,1.55,4.1
