,App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
162,MyASUS - Service Center,BUSINESS,4,380837,7300000,10000000,TRUE,0,Everyone,Business,nan,2018-04-07 00:00:00,3.4.5,4.2
163,Job Korea - Career Jobs,BUSINESS,4,10600,6500000,1000000,TRUE,0,Everyone,Business,nan,2018-01-08 00:00:00,2.5.6,4.0
164,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4,74359,25000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-27 00:00:00,1.12.5,4.0
165,Myanmar 2D/3D,BUSINESS,4,822,3100000,100000,TRUE,0,Everyone,Business,nan,2018-08-06 00:00:00,1.5,4.0.3
166,sABN,BUSINESS,4,2287,1500000,1000000,TRUE,0,Everyone,Business,nan,2018-03-26 00:00:00,4.9,2.2
167,ATI Cargoes and Transportation,BUSINESS,4,4162,7500000,100000,TRUE,0,Everyone,Business,nan,2018-07-24 00:00:00,0.9.4,4.0.3
168,Secure Folder,BUSINESS,3,14760,8600000,50000000,TRUE,0,Everyone,Business,nan,2018-01-31 00:00:00,1.1.07.6,7.0
169,Tiny Scanner - PDF Scanner App,BUSINESS,4,286897,39000000,10000000,TRUE,0,Everyone,Business,nan,2017-05-30 00:00:00,1.2.6,3.0
170,Fast Scanner : Free PDF Scan,BUSINESS,4,103755,14000000,10000000,TRUE,0,Everyone,Business,nan,2018-11-07 00:00:00,3.9.2,4.1
171,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4,46505,19000000,1000000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,3.4.49,4.1
172,TurboScan: scan documents and receipts in PDF,BUSINESS,4,11442,6800000,100000,FALSE,4.99,Everyone,Business,nan,2018-03-25 00:00:00,1.5.2,4.0
173,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4,10295,39000000,100000,FALSE,4.99,Everyone,Business,nan,2017-11-04 00:00:00,3.4.6,3.0
174,Zenefits,BUSINESS,4,296,14000000,50000,TRUE,0,Everyone,Business,nan,2018-06-15 00:00:00,3.2.1,4.1
175,Google Ads,BUSINESS,4,29313,20000000,5000000,TRUE,0,Everyone,Business,nan,2018-07-30 00:00:00,1.12.0,4.0.3
176,FreshBooks Classic,BUSINESS,4,1802,26000000,100000,TRUE,0,Everyone,Business,nan,2018-04-18 00:00:00,1.7.14,4.2
177,Insightly CRM,BUSINESS,3,1383,51000000,100000,TRUE,0,Everyone,Business,nan,2018-12-07 00:00:00,3.24.1,5.0
178,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4,23175,41000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-13 00:00:00,18.7,4.1
179,HipChat - Chat Built for Teams,BUSINESS,3,5868,20000000,500000,TRUE,0,Everyone,Business,nan,2018-03-07 00:00:00,3.19.005,4.1
180,"MailChimp - Email, Marketing Automation",BUSINESS,4,5448,12000000,500000,TRUE,0,Everyone,Business,nan,2018-07-25 00:00:00,4.9.1,5.0
181,Crew - Free Messaging and Scheduling,BUSINESS,4,4159,48000000,500000,TRUE,0,Everyone,Business,nan,2018-07-20 00:00:00,6.1.2,4.0.3
182,Asana: organize team projects,BUSINESS,4,20815,10000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-26 00:00:00,6.4.4,5.0
183,Google Analytics,BUSINESS,4,78662,22000000,1000000,TRUE,0,Everyone,Business,nan,2018-02-13 00:00:00,3.7.5,4.4
184,AdWords Express,BUSINESS,4,7149,11000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-31 00:00:00,2.6.158,4.0
185,Accounting App - Zoho Books,BUSINESS,4,3079,8500000,100000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,5.20.7,4.1
186,Invoice & Time Tracking - Zoho,BUSINESS,4,5800,8600000,100000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,5.20.7,4.1
187,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4,16422,28000000,1000000,TRUE,0,Everyone,Business,nan,2018-01-08 00:00:00,10.46.2,4.1
188,Cisco Webex Meetings,BUSINESS,4,108741,28000000,10000000,TRUE,0,Everyone,Business,nan,2018-07-20 00:00:00,11.1.0,4.3
189,ZOOM Cloud Meetings,BUSINESS,4,31614,37000000,10000000,TRUE,0,Everyone,Business,nan,2018-07-20 00:00:00,4.1.28165.0716,4.0
190,ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9000000,100000,TRUE,0,Everyone,Business,nan,2018-03-22 00:00:00,1.2.287,5.0
191,Cisco Webex Teams,BUSINESS,4,1661,46000000,100000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,3.0.4651,4.4
192,Start Meeting,BUSINESS,4,308,14000000,50000,TRUE,0,Everyone,Business,nan,2018-05-29 00:00:00,3.1.4.0,4.0.3
193,ClickMeeting Webinars,BUSINESS,3,5211,26000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-30 00:00:00,3.3.0,4.0
194,BlueJeans for Android,BUSINESS,3,1058,23000000,500000,TRUE,0,Everyone,Business,nan,2018-06-29 00:00:00,2.22.397,5.0
195,Zenefits,BUSINESS,4,296,14000000,50000,TRUE,0,Everyone,Business,nan,2018-06-15 00:00:00,3.2.1,4.1
196,Google Ads,BUSINESS,4,29313,20000000,5000000,TRUE,0,Everyone,Business,nan,2018-07-30 00:00:00,1.12.0,4.0.3
197,FreshBooks Classic,BUSINESS,4,1802,26000000,100000,TRUE,0,Everyone,Business,nan,2018-04-18 00:00:00,1.7.14,4.2
198,Insightly CRM,BUSINESS,3,1383,51000000,100000,TRUE,0,Everyone,Business,nan,2018-12-07 00:00:00,3.24.1,5.0
199,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4,23175,41000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-13 00:00:00,18.7,4.1
200,HipChat - Chat Built for Teams,BUSINESS,3,5868,20000000,500000,TRUE,0,Everyone,Business,nan,2018-03-07 00:00:00,3.19.005,4.1
201,"MailChimp - Email, Marketing Automation",BUSINESS,4,5448,12000000,500000,TRUE,0,Everyone,Business,nan,2018-07-25 00:00:00,4.9.1,5.0
202,Crew - Free Messaging and Scheduling,BUSINESS,4,4159,48000000,500000,TRUE,0,Everyone,Business,nan,2018-07-20 00:00:00,6.1.2,4.0.3
203,Asana: organize team projects,BUSINESS,4,20815,10000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-26 00:00:00,6.4.4,5.0
204,Google Analytics,BUSINESS,4,78662,22000000,1000000,TRUE,0,Everyone,Business,nan,2018-02-13 00:00:00,3.7.5,4.4
205,AdWords Express,BUSINESS,4,7149,11000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-31 00:00:00,2.6.158,4.0
206,Accounting App - Zoho Books,BUSINESS,4,3079,8500000,100000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,5.20.7,4.1
207,Invoice & Time Tracking - Zoho,BUSINESS,4,5800,8600000,100000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,5.20.7,4.1
208,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4,16422,28000000,1000000,TRUE,0,Everyone,Business,nan,2018-01-08 00:00:00,10.46.2,4.1
209,Tiny Scanner - PDF Scanner App,BUSINESS,4,286897,39000000,10000000,TRUE,0,Everyone,Business,nan,2017-05-30 00:00:00,1.2.6,3.0
210,Fast Scanner : Free PDF Scan,BUSINESS,4,103755,14000000,10000000,TRUE,0,Everyone,Business,nan,2018-11-07 00:00:00,3.9.2,4.1
211,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4,46505,19000000,1000000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,3.4.49,4.1
212,TurboScan: scan documents and receipts in PDF,BUSINESS,4,11442,6800000,100000,FALSE,4.99,Everyone,Business,nan,2018-03-25 00:00:00,1.5.2,4.0
213,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4,10295,39000000,100000,FALSE,4.99,Everyone,Business,nan,2017-11-04 00:00:00,3.4.6,3.0
214,OfficeSuite : Free Office + PDF Editor,BUSINESS,4,1002859,35000000,100000000,TRUE,0,Everyone,Business,nan,2018-02-08 00:00:00,9.7.14188,4.1
215,Verify - Receipts & Expenses,BUSINESS,4,413,29000000,10000,TRUE,0,Everyone,Business,nan,2018-07-25 00:00:00,2.0.19,5.0
216,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4,23175,41000000,1000000,TRUE,0,Everyone,Business,nan,2018-07-13 00:00:00,18.7,4.1
217,Manga Master - Best manga & comic reader,COMICS,4,24005,4900000,500000,TRUE,0,Adults only 18+,Comics,nan,2018-04-07 00:00:00,1.1.7.0,4.1
218,GANMA! - All original stories free of charge for all original comics,COMICS,4,57106,27000000,1000000,TRUE,0,Teen,Comics,nan,2018-07-23 00:00:00,2.11.3,4.1
219,Röhrich Werner Soundboard,COMICS,4,2249,32000000,500000,TRUE,0,Everyone,Comics,nan,2017-11-16 00:00:00,1.08,4.0.3
220,Unicorn Pokez - Color By Number,COMICS,4,516,12000000,50000,TRUE,0,Everyone,Comics,Creativity,2018-03-08 00:00:00,1.0.6,4.4
221,MangaToon - Comics updated Daily,COMICS,3,834,15000000,50000,TRUE,0,Mature 17+,Comics,nan,2018-01-08 00:00:00,1.0.8,4.1
222,Manga Net – Best Online Manga Reader,COMICS,4,1010,11000000,50000,TRUE,0,Mature 17+,Comics,nan,2018-07-07 00:00:00,1.5,4.1
223,Manga Rock - Best Manga Reader,COMICS,4,238970,28000000,1000000,TRUE,0,Teen,Comics,nan,2018-09-07 00:00:00,3.4.3_world,5.0
224,Manga - read Thai translation,COMICS,4,302,2200000,10000,TRUE,0,Teen,Comics,nan,2018-03-07 00:00:00,1.0,4.0
225,The Vietnam Story - Fun Stories,COMICS,4,438,3400000,10000,TRUE,0,Everyone,Comics,nan,2017-12-27 00:00:00,1.0,2.3
226,Dragon Ball Wallpaper - Ringtones,COMICS,4,73,8300000,10000,TRUE,0,Everyone,Comics,nan,2018-07-23 00:00:00,1.9,4.0.3
227,Funny Jokes Photos,COMICS,4,39,4300000,10000,TRUE,0,Everyone 10+,Comics,nan,2018-03-07 00:00:00,1.1,4.2
228,Truyện Vui Tý Quậy,COMICS,4,144,4700000,10000,TRUE,0,Everyone,Comics,nan,2018-07-19 00:00:00,3.0,4.0.3
229,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3,2181,10000000,100000,TRUE,0,Teen,Comics,nan,2018-05-03 00:00:00,1.2.12,4.0.3
230,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3,93965,15000000,5000000,TRUE,0,Teen,Comics,nan,2018-03-07 00:00:00,6.3.0,4.0.3
231,Daily Manga - Comic & Webtoon,COMICS,3,1446,7100000,100000,TRUE,0,Mature 17+,Comics,nan,2018-05-18 00:00:00,1.0,4.0.3
232,"漫咖 Comics - Manga,Novel and Stories",COMICS,4,12088,21000000,1000000,TRUE,0,Mature 17+,Comics,nan,2018-06-07 00:00:00,2.3.1,4.0.3
233,Emmanuella Funny Videos 2018,COMICS,4,314,6100000,100000,TRUE,0,Everyone,Comics,nan,2018-05-23 00:00:00,3.1.0,4.1
234,Manga Zero - Japanese cartoon and comic reader,COMICS,4,15194,15000000,1000000,TRUE,0,Teen,Comics,nan,2018-07-19 00:00:00,4.7.3,4.2
235,Marvel Unlimited,COMICS,3,22551,11000000,1000000,TRUE,0,Teen,Comics,nan,2018-07-24 00:00:00,3.16.0,4.4
236,"Tapas – Comics, Novels, and Stories",COMICS,4,29839,29000000,1000000,TRUE,0,Teen,Comics,nan,2018-07-31 00:00:00,4.1.0,4.4
237,Children's cartoons (Mithu-Mina-Raju),COMICS,4,279,3300000,100000,TRUE,0,Everyone,Comics,nan,2017-12-18 00:00:00,1.6,4.0
238,Faustop Sounds,COMICS,4,1677,40000000,100000,TRUE,0,Everyone,Comics,nan,2018-05-26 00:00:00,1.7.7,4.1
239,Manga Mania - Best online manga reader,COMICS,4,757,10000000,10000,TRUE,0,Teen,Comics,nan,2018-05-24 00:00:00,1.0,4.1
240,- Free Comics - Comic Apps,COMICS,3,115,9100000,10000,TRUE,0,Mature 17+,Comics,nan,2018-07-13 00:00:00,5.0.12,5.0
241,Manga AZ - Manga Comic Reader,COMICS,3,125,4700000,5000,TRUE,0,Teen,Comics,nan,2018-07-24 00:00:00,1.0.4,4.0.3
242,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4,9952,38000000,500000,TRUE,0,Everyone 10+,Comics,nan,2018-07-31 00:00:00,4.3.0,4.1
243,Funny Jokes and Stories 2018,COMICS,4,21,6700000,5000,TRUE,0,Everyone,Comics,nan,2018-03-31 00:00:00,1.3,4.0
244,Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37000000,1000,TRUE,0,Everyone,Comics,nan,2018-06-26 00:00:00,2.0,4.0.3
245,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4,3596,7800000,10000,TRUE,0,Teen,Comics,nan,2018-06-16 00:00:00,1.01,4.0.3
246,think Comics,COMICS,4,1006,19000000,50000,TRUE,0,Everyone,Comics,nan,2018-03-08 00:00:00,2.3.3,4.0.3
247,Memes Button,COMICS,4,5968,5700000,1000000,TRUE,0,Everyone,Comics,nan,2018-05-28 00:00:00,1.4,4.0
248,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4,4895,35000000,100000,TRUE,0,Everyone,Comics,nan,2018-02-08 00:00:00,2.4.25,4.4
249,Messenger for SMS,COMMUNICATION,4,125257,17000000,10000000,TRUE,0,Teen,Communication,nan,2018-06-06 00:00:00,1.8.9,4.1
250,My Tele2,COMMUNICATION,4,158679,8800000,5000000,TRUE,0,Everyone,Communication,nan,2018-03-08 00:00:00,2.4.1,4.4
251,Yahoo Mail – Stay Organized,COMMUNICATION,4,4187998,16000000,100000000,TRUE,0,Everyone,Communication,nan,2018-07-18 00:00:00,5.29.3,4.4
252,imo beta free calls and text,COMMUNICATION,4,659395,11000000,100000000,TRUE,0,Everyone,Communication,nan,2018-07-06 00:00:00,9.8.000000010492,4.0
253,imo free video calls and chat,COMMUNICATION,4,4785892,11000000,500000000,TRUE,0,Everyone,Communication,nan,2018-08-06 00:00:00,9.8.000000010501,4.0
254,Call Free – Free Call,COMMUNICATION,4,30209,15000000,5000000,TRUE,0,Everyone,Communication,nan,2018-07-28 00:00:00,1.3.4,4.1
255,Web Browser & Explorer,COMMUNICATION,4,36901,6600000,5000000,TRUE,0,Everyone,Communication,nan,2018-04-07 00:00:00,11.8.6,4.0.3
256,Browser 4G,COMMUNICATION,4,192948,6600000,10000000,TRUE,0,Everyone,Communication,nan,2018-06-19 00:00:00,24.6.6,4.0.3
257,Cricket Visual Voicemail,COMMUNICATION,3,13698,5100000,10000000,TRUE,0,Everyone,Communication,nan,2018-02-07 00:00:00,3.2.0.100171,4.1
258,TracFone My Account,COMMUNICATION,3,20769,18000000,1000000,TRUE,0,Everyone,Communication,nan,2018-11-07 00:00:00,R6.0.3,4.1
259,Firefox Focus: The privacy browser,COMMUNICATION,4,36880,4000000,1000000,TRUE,0,Everyone,Communication,nan,2018-06-07 00:00:00,5.2,5.0
260,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4,615381,37000000,10000000,TRUE,0,Mature 17+,Communication,nan,2018-02-08 00:00:00,6.7.9.1,4.0.3
261,Skype Lite - Free Video Call & Chat,COMMUNICATION,4,33053,22000000,5000000,TRUE,0,Everyone,Communication,nan,2018-07-31 00:00:00,1.60.0.31354-release,4.0.3
262,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4,3648120,3300000,100000000,TRUE,0,Teen,Communication,nan,2018-07-18 00:00:00,11.4.0,4.0
263,WhatsApp Business,COMMUNICATION,4,136662,32000000,10000000,TRUE,0,Everyone,Communication,nan,2018-07-30 00:00:00,2.18.116,4.0.3
264,My magenta,COMMUNICATION,3,42370,37000000,1000000,TRUE,0,Everyone,Communication,nan,2018-06-25 00:00:00,7.5.1,5.0
265,Antillean Gold Telegram (original version),COMMUNICATION,4,2939,17000000,100000,TRUE,0,Everyone,Communication,nan,2018-07-16 00:00:00,2.1,4.1
266,Omlet Chat,COMMUNICATION,3,40751,35000000,10000000,TRUE,0,Teen,Communication,nan,2016-04-11 00:00:00,2.2.7600,4.0.3
267,UC Browser - Fast Download Private & Secure,COMMUNICATION,4,17712922,40000000,500000000,TRUE,0,Teen,Communication,nan,2018-02-08 00:00:00,12.8.5.1121,4.0
268,My Vodacom SA,COMMUNICATION,3,25021,61000000,5000000,TRUE,0,Everyone,Communication,nan,2018-06-26 00:00:00,9.9.0,4.3
269,Microsoft Edge,COMMUNICATION,4,27187,66000000,5000000,TRUE,0,Everyone,Communication,nan,2018-07-28 00:00:00,42.0.0.2059,4.4
270,imo free video calls and chat,COMMUNICATION,4,4785988,11000000,500000000,TRUE,0,Everyone,Communication,nan,2018-08-06 00:00:00,9.8.000000010501,4.0
271,Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,79000,10000000,TRUE,0,Everyone,Communication,nan,2015-02-09 00:00:00,0.1.100944346,4.0.3
272,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4,132014,25000000,10000000,TRUE,0,Everyone,Communication,nan,2018-07-18 00:00:00,6.1,4.2
273,Calls & Text by Mo+,COMMUNICATION,4,83239,14000000,5000000,TRUE,0,Everyone,Communication,nan,2018-04-19 00:00:00,3.0.4,4.0
274,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4,2876500,24000000,100000000,TRUE,0,Everyone,Communication,nan,2018-01-08 00:00:00,7.73,4.0
275,"Messaging+ SMS, MMS Free",COMMUNICATION,4,28238,17000000,1000000,TRUE,0,Everyone,Communication,nan,2018-02-08 00:00:00,4.98,2.3
276,chomp SMS,COMMUNICATION,4,335646,8300000,10000000,TRUE,0,Everyone,Communication,nan,2018-07-26 00:00:00,7.21,2.3
277,Text SMS,COMMUNICATION,4,349384,8199999,10000000,TRUE,0,Everyone,Communication,nan,2018-07-24 00:00:00,3.47,4.0.3
278,mysms SMS Text Messaging Sync,COMMUNICATION,4,37320,8400000,1000000,TRUE,0,Everyone,Communication,nan,2018-07-30 00:00:00,6.5.1,4.0.3
279,Firefox Focus: The privacy browser,COMMUNICATION,4,36893,4000000,1000000,TRUE,0,Everyone,Communication,nan,2018-06-07 00:00:00,5.2,5.0
280,2ndLine - Second Phone Number,COMMUNICATION,4,15880,32000000,1000000,TRUE,0,Everyone,Communication,nan,2018-03-08 00:00:00,5.65.0,4.0
281,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4,2264916,6100000,50000000,TRUE,0,Everyone,Communication,nan,2018-07-31 00:00:00,5.22.18.0006,4.0
282,Ninesky Browser,COMMUNICATION,4,42925,2800000,1000000,TRUE,0,Everyone,Communication,nan,2017-08-27 00:00:00,6.1,2.3
283,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4,3648480,3300000,100000000,TRUE,0,Teen,Communication,nan,2018-07-18 00:00:00,11.4.0,4.0
284,UC Browser - Fast Download Private & Secure,COMMUNICATION,4,17714850,40000000,500000000,TRUE,0,Teen,Communication,nan,2018-02-08 00:00:00,12.8.5.1121,4.0
285,Ghostery Privacy Browser,COMMUNICATION,4,13100,2200000,1000000,TRUE,0,Everyone,Communication,nan,2018-03-20 00:00:00,1.4.1.0,4.0.3
286,Web Browser for Android,COMMUNICATION,4,55098,4300000,1000000,TRUE,0,Everyone,Communication,nan,2018-06-20 00:00:00,2.2,4.0
287,DU Browser—Browse fast & fun,COMMUNICATION,4,1133501,4700000,10000000,TRUE,0,Everyone,Communication,nan,2016-01-04 00:00:00,6.4.0.4,4.0
288,Lightning Web Browser,COMMUNICATION,4,12578,2300000,500000,TRUE,0,Everyone,Communication,nan,2017-10-07 00:00:00,4.5.1,4.0
289,Web Browser,COMMUNICATION,4,10965,2300000,500000,TRUE,0,Everyone,Communication,nan,2015-02-02 00:00:00,2.0,3.0
290,Contacts+,COMMUNICATION,4,190613,11000000,10000000,TRUE,0,Everyone,Communication,nan,2018-07-31 00:00:00,5.85.1,4.0.3
291,ExDialer - Dialer & Contacts,COMMUNICATION,4,125232,2700000,10000000,TRUE,0,Everyone,Communication,nan,2017-05-03 00:00:00,196,2.1
292,Calls & Text by Mo+,COMMUNICATION,4,83239,14000000,5000000,TRUE,0,Everyone,Communication,nan,2018-04-19 00:00:00,3.0.4,4.0
293,PHONE for Google Voice & GTalk,COMMUNICATION,4,72065,13000000,1000000,TRUE,0,Everyone,Communication,nan,2018-04-18 00:00:00,3.0.7,4.0
294,Safest Call Blocker,COMMUNICATION,4,27540,3700000,1000000,TRUE,0,Everyone,Communication,nan,2018-05-01 00:00:00,1.26.001,4.0
295,Full Screen Caller ID,COMMUNICATION,4,104990,10000000,5000000,TRUE,0,Everyone,Communication,nan,2018-05-15 00:00:00,3.5.0,4.0.3
296,Hiya - Caller ID & Block,COMMUNICATION,4,177703,13000000,10000000,TRUE,0,Mature 17+,Communication,nan,2018-07-25 00:00:00,8.1.2-6310,5.0
297,Call Blocker,COMMUNICATION,4,17529,10000000,1000000,TRUE,0,Everyone,Communication,nan,2018-07-26 00:00:00,5.86,4.0.3
298,Mr. Number-Block calls & spam,COMMUNICATION,4,177263,13000000,10000000,TRUE,0,Mature 17+,Communication,nan,2018-07-13 00:00:00,5.1.2-6310,5.0
299,Should I Answer?,COMMUNICATION,4,237468,8800000,1000000,TRUE,0,Everyone,Communication,nan,2018-07-26 00:00:00,2018.1.715,4.0
300,RocketDial Dialer & Contacts,COMMUNICATION,4,32254,5500000,1000000,TRUE,0,Everyone,Communication,nan,2017-04-12 00:00:00,3.9.7,2.1
301,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4,483565,20000000,10000000,TRUE,0,Everyone,Communication,nan,2018-07-29 00:00:00,1.286,4.1
302,Whoscall - Caller ID & Block,COMMUNICATION,4,552441,29000000,10000000,TRUE,0,Everyone,Communication,nan,2018-01-08 00:00:00,6.19.1,4.1
303,Call Control - Call Blocker,COMMUNICATION,4,93825,11000000,5000000,TRUE,0,Everyone,Communication,nan,2018-05-07 00:00:00,2.17.3,4.1
304,Video Caller Id,COMMUNICATION,4,15287,17000000,1000000,TRUE,0,Everyone,Communication,nan,2018-01-24 00:00:00,2.2.245,4.0.3
305,Sync.ME – Caller ID & Block,COMMUNICATION,4,205739,17000000,5000000,TRUE,0,Everyone,Communication,nan,2018-07-26 00:00:00,4.5.4,4.1
306,Caller ID +,COMMUNICATION,4,9498,118000,1000000,TRUE,0,Everyone,Communication,nan,2016-07-06 00:00:00,5.28.0,2.3
307,Yahoo Mail – Stay Organized,COMMUNICATION,4,4188142,16000000,100000000,TRUE,0,Everyone,Communication,nan,2018-07-18 00:00:00,5.29.3,4.4
308,K-9 Mail,COMMUNICATION,4,88427,5100000,5000000,TRUE,0,Everyone,Communication,nan,2018-06-01 00:00:00,5.403,4.0.3
309,Email TypeApp - Mail App,COMMUNICATION,4,183374,44000000,1000000,TRUE,0,Everyone,Communication,nan,2018-01-08 00:00:00,1.9.4.74,4.1
310,All Email Providers,COMMUNICATION,4,20901,7300000,1000000,TRUE,0,Everyone,Communication,nan,2018-03-04 00:00:00,5.0.9,4.1
311,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30000000,1000000,TRUE,0,Everyone,Communication,nan,2018-07-19 00:00:00,9.8.376,5.0
312,GO Notifier,COMMUNICATION,4,124346,695000,10000000,TRUE,0,Everyone,Communication,nan,2014-06-07 00:00:00,2.8,2.0
313,Mail1Click - Secure Mail,COMMUNICATION,4,255,1600000,10000,TRUE,0,Everyone,Communication,nan,2017-11-04 00:00:00,2.3,2.2
314,Daum Mail - Next Mail,COMMUNICATION,4,41420,19000000,5000000,TRUE,0,Everyone,Communication,nan,2018-06-21 00:00:00,3.2.0,4.0
315,imo free video calls and chat,COMMUNICATION,4,4785988,11000000,500000000,TRUE,0,Everyone,Communication,nan,2018-08-06 00:00:00,9.8.000000010501,4.0
316,Vonage Mobile® Call Video Text,COMMUNICATION,4,29208,23000000,1000000,TRUE,0,Everyone,Communication,nan,2016-09-28 00:00:00,2.9.8,2.3.3
317,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4,191032,26000000,5000000,TRUE,0,Everyone,Communication,nan,2018-04-08 00:00:00,7.2.29,4.0.3
318,Calculator,DATING,2,57,6200000,1000,FALSE,6.99,Everyone,Dating,nan,2017-10-25 00:00:00,1.1.6,4.0
319,AMBW Dating App: Asian Men Black Women Interracial,DATING,3,2,17000000,100,FALSE,7.99,Mature 17+,Dating,nan,2017-01-21 00:00:00,1.0.1,4.0
320,OkCupid Dating,DATING,4,285726,15000000,10000000,TRUE,0,Mature 17+,Dating,nan,2018-07-30 00:00:00,11.10.1,4.1
321,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4,2556,56000000,100000,TRUE,0,Mature 17+,Dating,nan,2018-01-08 00:00:00,2.5.2,4.1
322,Hinge: Dating & Relationships,DATING,4,7779,12000000,500000,TRUE,0,Mature 17+,Dating,nan,2018-03-08 00:00:00,6.1.3,5.0
323,Casual Dating & Adult Singles - Joyride,DATING,4,61637,11000000,5000000,TRUE,0,Mature 17+,Dating,nan,2018-07-31 00:00:00,4.17.2,4.1
324,BBW Dating & Plus Size Chat,DATING,4,12632,29000000,1000000,TRUE,0,Mature 17+,Dating,nan,2018-07-27 00:00:00,3.5.0.1,4.1
325,CMB Free Dating App,DATING,4,48845,40000000,1000000,TRUE,0,Mature 17+,Dating,nan,2018-01-08 00:00:00,4.19.0.2320,4.4
326,eharmony - Online Dating App,DATING,3,31320,53000000,5000000,TRUE,0,Mature 17+,Dating,nan,2018-07-30 00:00:00,6.6.5,4.1
327,Free Dating App & Flirt Chat - Match with Singles,DATING,4,172460,3100000,5000000,TRUE,0,Mature 17+,Dating,nan,2018-04-08 00:00:00,1.639,4.0
328,"Chispa, the Dating App for Latino, Latina Singles",DATING,4,4195,24000000,100000,TRUE,0,Mature 17+,Dating,nan,2018-07-25 00:00:00,1.6.1,4.4
329,Clover Dating App,DATING,4,11633,23000000,500000,TRUE,0,Mature 17+,Dating,nan,2018-07-24 00:00:00,2.5.1,4.1
330,Black People Meet Singles Date,DATING,3,10212,5000000,1000000,TRUE,0,Mature 17+,Dating,nan,2018-07-25 00:00:00,1.9.7,4.4
331,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4,37053,44000000,1000000,TRUE,0,Mature 17+,Dating,nan,2018-03-08 00:00:00,4.4B,4.1
332,Free Dating App & Flirt Chat - Cheers,DATING,4,667,27000000,10000,TRUE,0,Mature 17+,Dating,nan,2018-03-08 00:00:00,1.308.us,4.1
333,stranger chat - anonymous chat,DATING,3,13202,6100000,1000000,TRUE,0,Mature 17+,Dating,nan,2018-07-07 00:00:00,2.4.1,4.1
334,Free Dating Hook Up Messenger,DATING,3,1157,21000000,100000,TRUE,0,Mature 17+,Dating,nan,2017-01-27 00:00:00,5.0.1,4.2
335,Find Real Love — YouLove Premium Dating,DATING,4,212626,11000000,10000000,TRUE,0,Mature 17+,Dating,nan,2018-07-31 00:00:00,4.17.2,4.1
336,Once - Quality Matches Every day,DATING,4,222888,21000000,1000000,TRUE,0,Mature 17+,Dating,nan,2018-07-17 00:00:00,2.45,4.1
337,BLK - Swipe. Match. Chat.,DATING,4,2067,24000000,100000,TRUE,0,Mature 17+,Dating,nan,2018-07-25 00:00:00,1.6.1,4.4
338,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3,1643,31000000,500000,TRUE,0,Mature 17+,Dating,nan,2018-03-07 00:00:00,4.5.5,4.1
